city;latitudex1000;longitudex1000;admin;city_or_minor;population
Özalp;38655;43989;Van;minor;0
Özonak;38812;34841;Nevşehir;minor;0
Özpınar;38005;42244;Siirt;minor;0
Özvatan;39107;35700;Kayseri;minor;0
Palandöken;39889;41281;Erzurum;minor;0
Palu;38691;39920;Elazığ;minor;0
Pamukören;37923;28542;Aydın;minor;0
Pamukova;40508;30167;Sakarya;minor;0
Pasinler;39980;41670;Erzurum;minor;0
Patnos;39225;42857;Ağrı;minor;0
Payamlı;37037;38613;Şanlıurfa;minor;0
Pazar;41179;40884;Rize;minor;0
Pazar;40330;32748;Ankara;minor;0
Pazar;40277;36283;Tokat;minor;0
Pazarcık;37484;37292;Kahramanmaraş;minor;0
Pazarköy;40926;32181;Bolu;minor;0
Pazarköy;39853;27403;Çanakkale;minor;0
Pazarlar;38995;29126;Kütahya;minor;0
Pazarören;38674;36159;Kayseri;minor;0
Pazaryeri;39994;29904;Bilecik;minor;0
Pazaryolu;40411;40768;Erzurum;minor;0
Peçenek;40419;32308;Ankara;minor;0
Pehlivanköy;41348;26925;Kırklareli;minor;0
Pendik;40878;29272;İstanbul;minor;0
Perşembe;41066;37771;Ordu;minor;0
Perşembe;41419;32160;Zonguldak;minor;0
Pertek;38866;39323;Tunceli;minor;0
Pervari;37936;42549;Siirt;minor;0
Piraziz;40953;38109;Ordu;minor;0
Pınarbaşı;41604;33111;Kastamonu;minor;0
Pınarbaşı;38723;36393;Kayseri;minor;0
Pınarhisar;41624;27520;Kırklareli;minor;0
Pınarlar;38874;39473;Tunceli;minor;0
Polateli;36841;37144;Kilis;minor;0
Polatlı;39577;32141;Ankara;minor;0
Posof;41501;42724;Ardahan;minor;0
Posof;41511;42729;Ardahan;minor;0
Poyraz;38686;39023;Elazığ;minor;0
Pozantı;37428;34872;Adana;minor;0
Pülümür;39484;39895;Tunceli;minor;0
Pursaklar;40032;32895;Ankara;minor;0
Pütürge;38199;38863;Malatya;minor;0
Refahiye;39893;38766;Erzincan;minor;0
Reis;38271;31571;Konya;minor;0
Reşadiye;38489;42535;Bitlis;minor;0
Reşadiye;40392;37338;Tokat;minor;0
Reyhanlı;36268;36567;Hatay;minor;0
Rize;41021;40522;Rize;admin;279450
Şabanözü;40482;33284;Çankırı;minor;0
Sabuncu;39561;30188;Kütahya;minor;0
Safranbolu;41251;32694;Karabük;minor;0
Sağınlı;38057;42584;Bitlis;minor;0
Sağkaya;37179;35688;Adana;minor;0
Şahin;41022;26843;Tekirdağ;minor;0
Şahinbey;37048;37344;Gaziantep;minor;0
Saimbeyli;37986;36091;Adana;minor;0
Sakarya;40781;30403;Sakarya;admin;286787
Sakçagöz;37172;36916;Gaziantep;minor;0
Salat;37842;40887;Diyarbakır;minor;0
Salihli;38483;28148;Manisa;minor;0
Salıpazarı;41084;36830;Samsun;minor;0
Salmanlı;39902;34255;Yozgat;minor;0
Şalpazarı;40938;39190;Trabzon;minor;0
Saltukova;41520;32096;Zonguldak;minor;0
Samandağ;36080;35976;Hatay;minor;0
Samandıra;40999;29226;İstanbul;minor;0
Şambayat;37684;38047;Adıyaman;minor;0
Şamlı;39812;27846;Balıkesir;minor;0
Samsat;37582;38474;Adıyaman;minor;0
Samsun;41287;36330;Samsun;admin;609339
Sancak;39092;40388;Bingöl;minor;0
Sandıklı;38465;30269;Afyonkarahisar;minor;0
Şanlıurfa;37167;38794;Şanlıurfa;admin;449549
Sapanca;40691;30267;Sakarya;minor;0
Şaphane;39027;29222;Kütahya;minor;0
Saray;41444;27922;Tekirdağ;minor;0
Saray;38647;44161;Van;minor;0
Saraycık;40950;35112;Amasya;minor;0
Saraydüzü;41329;34847;Sinop;minor;0
Saraykent;39694;35511;Yozgat;minor;0
Sarayköy;37924;28925;Denizli;minor;0
Sarayönü;38262;32405;Konya;minor;0
Sarıbeyler;39398;27577;Balıkesir;minor;0
Sarıbuğday;40748;35460;Amasya;minor;0
Sarıcakaya;40037;30627;Eskişehir;minor;0
Sarıçam;37152;35508;Adana;minor;0
Sarıgöl;38240;28697;Manisa;minor;0
Sarıgöl;40947;41495;Artvin;minor;0
Sarıkamış;40328;42587;Kars;minor;0
Sarıkavak;36581;33643;Mersin;minor;0
Sarıkaya;39494;35377;Yozgat;minor;0
Sarıkonak;38243;41959;Bitlis;minor;0
Sarıköy;40208;27596;Balıkesir;minor;0
Sarıoğlan;39077;35967;Kayseri;minor;0
Sarısu;39019;42921;Ağrı;minor;0
Sarıveliler;36697;32612;Karaman;minor;0
Sarıyahşi;38983;33841;Aksaray;minor;0
Sarıyer;41167;29050;İstanbul;minor;0
Sarız;38479;36499;Kayseri;minor;0
Şarkîkaraağaç;38079;31366;Isparta;minor;0
Şarkışla;39352;36410;Sivas;minor;0
Şarköy;40614;27116;Tekirdağ;minor;0
Saruhanlı;38735;27568;Manisa;minor;0
Sason;38328;41414;Batman;minor;0
Savaştepe;39383;27656;Balıkesir;minor;0
Savcılı;39229;33681;Kırşehir;minor;0
Şavşat;41240;42361;Artvin;minor;0
Şavşat;41250;42351;Artvin;minor;0
Savur;37535;40879;Mardin;minor;0
Seben;40411;31574;Bolu;minor;0
Şebin Karahisar;40288;38424;Giresun;minor;0
Şefaatlı;39504;34756;Yozgat;minor;0
Seferhisar;38198;26839;İzmir;minor;0
Şehit Nusretbey;36847;38736;Şanlıurfa;minor;0
Şehitkamil;37080;37380;Gaziantep;minor;0
Şekerli;37570;39387;Şanlıurfa;minor;0
Seki;36804;29652;Muğla;minor;0
Selçuk;37949;27373;İzmir;minor;0
Selçuklu;37884;32492;Konya;minor;0
Selendi;38744;28868;Manisa;minor;0
Selim;40458;42783;Kars;minor;0
Selimiye;37400;27655;Muğla;minor;0
Şemdinli;37305;44574;Hakkâri;minor;0
Senirkent;38104;30549;Isparta;minor;0
Şenkaya;40557;42343;Erzurum;minor;0
Şenköy;36048;36144;Hatay;minor;0
Şenpazar;41809;33231;Kastamonu;minor;0
Şenyurt;40426;41428;Erzurum;minor;0
Şenyurt;37079;40642;Mardin;minor;0
Serdivan;40774;30380;Sakarya;minor;0
Şerefiye;40112;37756;Sivas;minor;0
Şereflikoçhisar;38945;33543;Ankara;minor;0
Sergen;41705;27708;Kırklareli;minor;0
Serik;36917;31099;Antalya;minor;0
Serinhisar;37581;29266;Denizli;minor;0
Serinyol;36361;36214;Hatay;minor;0
Servi;38570;40320;Bingöl;minor;0
Şevketiye;40093;27847;Balıkesir;minor;0
Seydiler;41620;33718;Kastamonu;minor;0
Seydim;40543;34738;Çorum;minor;0
Seydişehir;37419;31845;Konya;minor;0
Seyhan;36987;35306;Adana;minor;0
Şeyhli;40922;36063;Samsun;minor;0
Seyitgazi;39445;30695;Eskişehir;minor;0
Siirt;37902;41722;Siirt;admin;40285
Şile;41175;29613;İstanbul;minor;0
Silifke;36378;33934;Mersin;minor;0
Silivri;41074;28246;İstanbul;minor;0
Sille;37927;32420;Konya;minor;0
Silopi;37244;42463;Şırnak;minor;0
Silvan;38137;41008;Diyarbakır;minor;0
Simav;39088;28978;Kütahya;minor;0
Sinanpaşa;38744;30243;Afyonkarahisar;minor;0
Sincan;39972;32584;Ankara;minor;0
Sincan;39472;37871;Sivas;minor;0
Sincik;38036;38613;Adıyaman;minor;0
Sinekçi;40271;27407;Çanakkale;minor;0
Sinekli;41228;28190;İstanbul;minor;0
Sinop;42027;35163;Sinop;admin;34834
Şiran;40191;39117;Gümüşhane;minor;0
Şirvan;38063;42025;Siirt;minor;0
Sivas;39748;37016;Sivas;admin;264022
Sivaslı;38499;29684;Uşak;minor;0
Siverek;37755;39317;Şanlıurfa;minor;0
Sivrice;38442;39309;Elazığ;minor;0
Sivrihisar;39450;31534;Eskişehir;minor;0
Sındırgı;39241;28178;Balıkesir;minor;0
Şırnak;37514;42454;Şırnak;admin;29062
Sırpsındığı;41781;26479;Edirne;minor;0
Söğüt;40014;30185;Bilecik;minor;0
Söğütalan;40061;28572;Bursa;minor;0
Söğütlü;38800;40670;Bingöl;minor;0
Söğütlü;40906;30474;Sakarya;minor;0
Söğütpınar;40338;28649;Bursa;minor;0
Söke;37748;27406;Aydın;minor;0
Solhan;38965;41054;Bingöl;minor;0
Soma;39186;27609;Manisa;minor;0
Sorgun;39810;35186;Yozgat;minor;0
Söylemez;39760;41802;Erzurum;minor;0
Şuhut;38531;30546;Afyonkarahisar;minor;0
Sulakyurt;40157;33716;Kırıkkale;minor;0
Süleymanlı;37873;36817;Kahramanmaraş;minor;0
Süloğlu;41769;26910;Edirne;minor;0
Sultandağı;38531;31228;Afyonkarahisar;minor;0
Sultanhanı;38247;33550;Aksaray;minor;0
Sultanhisar;37890;28158;Aydın;minor;0
Suluçem;39694;43815;Ağrı;minor;0
Sülüklü;38881;32343;Konya;minor;0
Suluova;40831;35648;Amasya;minor;0
Sulusaray;39994;36084;Tokat;minor;0
Sumbas;37451;36023;Osmaniye;minor;0
Sungurlu;40168;34374;Çorum;minor;0
Sur;37914;40229;Diyarbakır;minor;0
Sur;37914;40229;Diyarbakır;minor;0
Sürgü;38005;37964;Malatya;minor;0
Sürgücü;37574;40733;Mardin;minor;0
Sürmene;40906;40128;Trabzon;minor;0
Suruç;36976;38425;Şanlıurfa;minor;0
Suşehri;40160;38084;Sivas;minor;0
Susurluk;39914;28158;Balıkesir;minor;0
Susuz;40779;43128;Kars;minor;0
Susuzmüsellim;41099;27068;Tekirdağ;minor;0
Sütçüler;37497;30977;Isparta;minor;0
Sütlüce;39162;39544;Tunceli;minor;0
Suvarlı;37539;37632;Adıyaman;minor;0
Taflan;41409;36129;Samsun;minor;0
Tahir;39856;42428;Ağrı;minor;0
Tahtaköprü;39950;29650;Bursa;minor;0
Talas;38691;35554;Kayseri;minor;0
Tanır;38419;36912;Kahramanmaraş;minor;0
Tanyeri;39602;39897;Erzincan;minor;0
Tanyeri;39611;39832;Erzincan;minor;0
Taraklı;40397;30493;Sakarya;minor;0
Taraksu;38154;39148;Adıyaman;minor;0
Taraksu;38017;39083;Adıyaman;minor;0
Tarsus;36918;34893;Mersin;minor;0
Taşağıl;36922;31236;Antalya;minor;0
Taşdelen;38838;38505;Malatya;minor;0
Taşkent;36924;32491;Konya;minor;0
Taşköprü;41510;34214;Kastamonu;minor;0
Taşlıçay;39630;43369;Ağrı;minor;0
Taşova;40760;36323;Amasya;minor;0
Taşpınar;38180;34025;Aksaray;minor;0
Taşucu;36321;33882;Mersin;minor;0
Tatvan;38492;42283;Bitlis;minor;0
Tavas;37574;29071;Denizli;minor;0
Tavşanlı;39542;29499;Kütahya;minor;0
Tecirli;37162;36110;Osmaniye;minor;0
Tefenni;37310;29775;Burdur;minor;0
Teke;41061;29654;İstanbul;minor;0
Tekirdağ;40978;27509;Tekirdağ;admin;122287
Tekke;40716;36192;Amasya;minor;0
Tekkeköy;41212;36460;Samsun;minor;0
Tekkiraz;40986;37160;Ordu;minor;0
Tekman;39641;41505;Erzurum;minor;0
Temelli;39728;32355;Ankara;minor;0
Tepe;37789;40772;Diyarbakır;minor;0
Tepebaşı;36666;32722;Karaman;minor;0
Tepecikören;37361;35626;Adana;minor;0
Tepehan;38118;38726;Malatya;minor;0
Tercan;39777;40378;Erzincan;minor;0
Termal;40608;29174;Yalova;minor;0
Terme;41209;36974;Samsun;minor;0
Tillo;37945;42007;Siirt;minor;0
Timar;38829;43433;Van;minor;0
Tire;38089;27735;İzmir;minor;0
Tirebolu;41007;38814;Giresun;minor;0
Tokat;40314;36554;Tokat;admin;129702
Toklar;38418;36015;Kayseri;minor;0
Tomarza;38447;35799;Kayseri;minor;0
Tonya;40884;39285;Trabzon;minor;0
Topaklı;39006;34826;Nevşehir;minor;0
Topçam;40617;37771;Ordu;minor;0
Toprakkale;37069;36147;Osmaniye;minor;0
Torbalı;38159;27357;İzmir;minor;0
Tortum;40289;41541;Erzurum;minor;0
Torul;40551;39283;Gümüşhane;minor;0
Tosya;41015;34040;Kastamonu;minor;0
Trabzon;41005;39727;Trabzon;admin;764714
Tufanbeyli;38263;36221;Adana;minor;0
Tunceli;39099;39544;Tunceli;admin;29062
Turanlı;39277;27325;İzmir;minor;0
Turgut;37375;28031;Muğla;minor;0
Turgut;38627;31811;Konya;minor;0
Turgutlu;38495;27700;Manisa;minor;0
Turgutreis;37005;27260;Muğla;minor;0
Turhal;40388;36081;Tokat;minor;0
Türkeli;41948;34339;Sinop;minor;0
Türkoğlu;37386;36843;Kahramanmaraş;minor;0
Tut;37795;37916;Adıyaman;minor;0
Tutak;39539;42766;Ağrı;minor;0
Tütüncü;40067;27720;Balıkesir;minor;0
Tuzla;36701;35087;Adana;minor;0
Tuzlagözü;38180;41569;Batman;minor;0
Tuzluca;40039;43652;Iğdır;minor;0
Tuzlukçu;38478;31626;Konya;minor;0
Üçdam;39563;40176;Tunceli;minor;0
Üçpınar;38734;27362;Manisa;minor;0
Üçpınar;37134;32261;Konya;minor;0
Uğurludağ;40446;34453;Çorum;minor;0
Ula;37105;28417;Muğla;minor;0
Ulaş;39445;37039;Sivas;minor;0
Ulubey;40869;37754;Ordu;minor;0
Ulubey;38420;29291;Uşak;minor;0
Uluborlu;38078;30450;Isparta;minor;0
Uludere;37441;42852;Şırnak;minor;0
Ulukışla;37548;34485;Niğde;minor;0
Ulus;41584;32641;Bartın;minor;0
Umraniye;39175;31234;Afyonkarahisar;minor;0
Umurbey;40234;26606;Çanakkale;minor;0
Umurlu;37850;27963;Aydın;minor;0
Ünye;41131;37283;Ordu;minor;0
Ürgüp;38630;34912;Nevşehir;minor;0
Urla;38323;26764;İzmir;minor;0
Uruş;40249;32138;Ankara;minor;0
Uşak;38674;29406;Uşak;admin;152862
Üsküp;41736;27405;Kırklareli;minor;0
Üzümlü;37541;31604;Konya;minor;0
Üzümlü;39709;39700;Erzincan;minor;0
Uzundere;40532;41538;Erzurum;minor;0
Uzungöl;40616;40289;Trabzon;minor;0
Uzunisa;40915;37848;Ordu;minor;0
Uzunköprü;41266;26688;Edirne;minor;0
Uzunkuyu;38279;26543;İzmir;minor;0
Vakfıkebir;41046;39276;Trabzon;minor;0
Van;38495;43383;Van;admin;371713
Varto;39174;41454;Muş;minor;0
Veliköy;41306;42432;Artvin;minor;0
Veliköy;41315;42433;Artvin;minor;0
Vezirköprü;41144;35455;Samsun;minor;0
Viranşehir;37223;39755;Şanlıurfa;minor;0
Vize;41573;27766;Kırklareli;minor;0
Yağcılar;39417;28381;Balıkesir;minor;0
Yağlıdere;40857;38620;Giresun;minor;0
Yağmurdere;40575;39862;Gümüşhane;minor;0
Yahşihan;39850;33453;Kırıkkale;minor;0
Yahyalı;38102;35357;Kayseri;minor;0
Yakacık;36756;36214;Hatay;minor;0
Yakakent;41633;35529;Samsun;minor;0
Yakapınar;36973;35620;Adana;minor;0
Yakutiye;39898;41269;Erzurum;minor;0
Yalakdere;40606;29562;Kocaeli;minor;0
Yalangöz;36577;36508;Hatay;minor;0
Yalıhüyük;37301;32085;Konya;minor;0
Yalınca;37857;43522;Van;minor;0
Yalnızçam;41064;42501;Ardahan;minor;0
Yalova;40655;29277;Yalova;admin;29062
Yalvaç;38296;31178;Isparta;minor;0
Yamaç;38776;40439;Bingöl;minor;0
Yanarsu;38036;41552;Siirt;minor;0
Yapraklı;40758;33778;Çankırı;minor;0
Yarbasan;38989;28808;Manisa;minor;0
Yardımcı;37021;39005;Şanlıurfa;minor;0
Yarhisar;40217;29871;Bilecik;minor;0
Yarma;37811;32883;Konya;minor;0
Yarpuz;37048;36431;Osmaniye;minor;0
Yarpuzlu;38054;38521;Adıyaman;minor;0
Yatağan;37340;28143;Muğla;minor;0
Yavu;39792;36206;Sivas;minor;0
Yavuzeli;37318;37568;Gaziantep;minor;0
Yavuzkemal;40693;38337;Giresun;minor;0
Yaygın;38897;41306;Muş;minor;0
Yayla;38631;40528;Bingöl;minor;0
Yayladağı;35903;36063;Hatay;minor;0
Yayladere;39222;40066;Bingöl;minor;0
Yaylak;37383;38339;Şanlıurfa;minor;0
Yazıhan;38593;38173;Malatya;minor;0
Yazyurdu;38799;36932;Sivas;minor;0
Yedisu;39433;40534;Bingöl;minor;0
Yeditepe;35968;36015;Hatay;minor;0
Yenibaşak;38804;40992;Bingöl;minor;0
Yeniçağa;40771;32034;Bolu;minor;0
Yenice;39275;32680;Ankara;minor;0
Yenice;41200;32331;Karabük;minor;0
Yenice;36977;35052;Mersin;minor;0
Yenice;39931;27258;Çanakkale;minor;0
Yenice;37828;28571;Aydın;minor;0
Yenicekale;37599;36633;Kahramanmaraş;minor;0
Yeniceoba;38870;32788;Konya;minor;0
Yenifakılı;39211;35000;Yozgat;minor;0
Yenifoça;38740;26837;İzmir;minor;0
Yenikonak;41873;34603;Sinop;minor;0
Yeniköy;39779;28003;Balıkesir;minor;0
Yenimahalle;39958;32755;Ankara;minor;0
Yenimehmetli;39420;32169;Ankara;minor;0
Yenipazar;40178;30520;Bilecik;minor;0
Yenipazar;37824;28197;Aydın;minor;0
Yenipazar;39464;35083;Yozgat;minor;0
Yenişarbademli;37708;31386;Isparta;minor;0
Yenişehir;40264;29653;Bursa;minor;0
Yenişehir;37941;40138;Diyarbakır;minor;0
Yenişehir;37941;40138;Diyarbakır;minor;0
Yenisu;38752;40876;Bingöl;minor;0
Yerkesik;37136;28284;Muğla;minor;0
Yerköy;39638;34467;Yozgat;minor;0
Yeşilce;40536;37796;Ordu;minor;0
Yeşildere;37157;33514;Karaman;minor;0
Yeşilhisar;38350;35087;Kayseri;minor;0
Yeşilli;37338;40817;Mardin;minor;0
Yeşilova;37508;29755;Burdur;minor;0
Yeşilova;38410;33838;Aksaray;minor;0
Yeşilüzümlü;36734;29233;Muğla;minor;0
Yeşilvadi;41123;29477;İstanbul;minor;0
Yeşilyazı;39335;39081;Tunceli;minor;0
Yeşilyurt;40006;36221;Tokat;minor;0
Yeşilyurt;37193;28275;Muğla;minor;0
Yeşilyurt;38296;38245;Malatya;minor;0
Yeşilyurt;38340;28664;Manisa;minor;0
Yiğitler;39868;26611;Çanakkale;minor;0
Yiğityolu;35997;36264;Hatay;minor;0
Yığılca;40960;31444;Düzce;minor;0
Yıldırım;40211;29139;Bursa;minor;0
Yıldızeli;39866;36599;Sivas;minor;0
Yoğun;38099;39513;Diyarbakır;minor;0
Yoğuntaş;41831;27070;Kırklareli;minor;0
Yolboyu;37898;40001;Diyarbakır;minor;0
Yomra;40953;39855;Trabzon;minor;0
Yoncalı;39009;38253;Malatya;minor;0
Yozgat;39820;34804;Yozgat;admin;87881
Yücebağ;38394;41267;Batman;minor;0
Yüksekova;37574;44287;Hakkâri;minor;0
Yumurtalık;36774;35793;Adana;minor;0
Yunak;38814;31732;Konya;minor;0
Yuntdağ;38932;27214;İzmir;minor;0
Yüreğir;36974;35359;Adana;minor;0
Yürük;40936;27066;Tekirdağ;minor;0
Yusufeli;40820;41537;Artvin;minor;0
Zara;39898;37758;Sivas;minor;0
Zeytinbağı;40391;28796;Bursa;minor;0
Zeytindağ;38967;27072;İzmir;minor;0
Zeytinlik;41110;41858;Artvin;minor;0
Zeytinliova;38991;27676;Manisa;minor;0
Zile;40303;35886;Tokat;minor;0
Zonguldak;41451;31793;Zonguldak;admin;156918
